post_id,platform,text,num_hashtags,num_emojis,post_length,sentiment,engagement,viral_label,time_of_day,day_of_week
post_2609,Twitter,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,2,3,68,Positive,536,Viral,Afternoon,Sunday
post_2610,Instagram,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,0,4,76,Negative,111,Viral,Morning,Tuesday
post_2611,TikTok,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,2,0,71,Negative,374,Not Viral,Afternoon,Saturday
post_2612,Instagram,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,5,4,81,Positive,125,Not Viral,Morning,Friday
post_2613,Facebook,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,2,3,81,Neutral,220,Viral,Morning,Thursday
post_2614,Facebook,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,0,4,83,Positive,649,Viral,Evening,Friday
post_2615,Instagram,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,1,4,78,Neutral,627,Not Viral,Morning,Tuesday
post_2616,Facebook,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,0,3,76,Neutral,801,Not Viral,Morning,Saturday
post_2617,TikTok,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,1,3,83,Neutral,835,Viral,Afternoon,Tuesday
post_2618,TikTok,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,0,4,68,Neutral,979,Not Viral,Evening,Saturday
post_2619,Instagram,Can’t believe how amazing the new product is! #gamechanger #innovation,3,4,70,Neutral,846,Viral,Afternoon,Friday
post_2620,Facebook,That feeling when you finish a big project. So proud of the results. 💪 #success,1,0,79,Positive,778,Not Viral,Evening,Friday
post_2621,Facebook,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,3,3,68,Negative,309,Not Viral,Evening,Tuesday
post_2622,TikTok,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,2,3,71,Positive,499,Viral,Evening,Sunday
post_2623,Instagram,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,2,3,71,Positive,168,Not Viral,Morning,Friday
post_2624,TikTok,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,2,1,68,Negative,671,Not Viral,Evening,Friday
post_2625,Facebook,Loving the new update! The UI is so much smoother. #update #newfeatures,1,4,71,Positive,277,Not Viral,Afternoon,Saturday
post_2626,Facebook,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",5,2,82,Negative,221,Not Viral,Evening,Friday
post_2627,TikTok,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,4,2,83,Neutral,801,Not Viral,Afternoon,Friday
post_2628,Instagram,Loving the new update! The UI is so much smoother. #update #newfeatures,4,3,71,Negative,688,Not Viral,Evening,Saturday
post_2629,Instagram,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",1,2,82,Negative,504,Viral,Morning,Friday
post_2630,TikTok,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,1,0,68,Positive,251,Not Viral,Evening,Thursday
post_2631,Twitter,Can’t believe how amazing the new product is! #gamechanger #innovation,3,3,70,Neutral,820,Not Viral,Afternoon,Saturday
post_2632,Facebook,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,5,2,83,Negative,627,Not Viral,Afternoon,Wednesday
post_2633,Facebook,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",2,1,82,Negative,872,Not Viral,Afternoon,Friday
post_2634,Instagram,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,5,0,78,Negative,206,Not Viral,Morning,Wednesday
post_2635,Instagram,Can’t believe how amazing the new product is! #gamechanger #innovation,1,3,70,Negative,475,Not Viral,Morning,Monday
post_2636,Facebook,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,0,4,81,Positive,57,Not Viral,Evening,Tuesday
post_2637,Twitter,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,1,1,78,Neutral,488,Viral,Evening,Tuesday
post_2638,Twitter,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,0,2,76,Negative,455,Not Viral,Afternoon,Tuesday
post_2639,Instagram,That feeling when you finish a big project. So proud of the results. 💪 #success,5,2,79,Neutral,245,Not Viral,Morning,Monday
post_2640,Twitter,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,5,3,68,Positive,838,Not Viral,Morning,Saturday
post_2641,Facebook,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,5,4,78,Negative,682,Not Viral,Evening,Thursday
post_2642,Twitter,Loving the new update! The UI is so much smoother. #update #newfeatures,1,4,71,Positive,300,Not Viral,Morning,Friday
post_2643,Facebook,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",0,1,82,Negative,229,Not Viral,Morning,Saturday
post_2644,Instagram,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,3,4,68,Negative,546,Viral,Morning,Friday
post_2645,Instagram,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,3,4,76,Positive,169,Not Viral,Evening,Friday
post_2646,Twitter,Can’t believe how amazing the new product is! #gamechanger #innovation,4,2,70,Negative,625,Viral,Morning,Tuesday
post_2647,Facebook,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,0,1,71,Neutral,153,Not Viral,Afternoon,Tuesday
post_2648,Instagram,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,2,1,71,Negative,455,Not Viral,Morning,Sunday
post_2649,Twitter,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,4,4,78,Neutral,927,Not Viral,Evening,Thursday
post_2650,Instagram,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,5,1,71,Negative,402,Not Viral,Evening,Wednesday
post_2651,Twitter,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,0,1,68,Positive,524,Not Viral,Evening,Tuesday
post_2652,Twitter,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,1,3,71,Negative,272,Not Viral,Afternoon,Sunday
post_2653,Facebook,That feeling when you finish a big project. So proud of the results. 💪 #success,4,3,79,Positive,422,Not Viral,Evening,Saturday
post_2654,TikTok,Can’t believe how amazing the new product is! #gamechanger #innovation,4,4,70,Negative,768,Not Viral,Afternoon,Sunday
post_2655,TikTok,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,2,1,81,Neutral,775,Not Viral,Evening,Wednesday
post_2656,Instagram,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,2,0,68,Positive,994,Viral,Morning,Thursday
post_2657,Facebook,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,5,1,68,Neutral,696,Not Viral,Afternoon,Wednesday
post_2658,Instagram,Loving the new update! The UI is so much smoother. #update #newfeatures,5,0,71,Positive,559,Not Viral,Afternoon,Tuesday
post_2659,Twitter,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,3,1,76,Neutral,367,Not Viral,Afternoon,Thursday
post_2660,TikTok,Can’t believe how amazing the new product is! #gamechanger #innovation,0,0,70,Negative,245,Not Viral,Evening,Friday
post_2661,Instagram,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,4,2,78,Neutral,751,Not Viral,Evening,Saturday
post_2662,Instagram,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,5,3,78,Neutral,534,Not Viral,Afternoon,Thursday
post_2663,TikTok,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,4,0,81,Negative,554,Not Viral,Afternoon,Thursday
post_2664,TikTok,That feeling when you finish a big project. So proud of the results. 💪 #success,1,0,79,Positive,704,Not Viral,Morning,Tuesday
post_2665,Facebook,Can’t believe how amazing the new product is! #gamechanger #innovation,1,1,70,Positive,223,Not Viral,Evening,Thursday
post_2666,Instagram,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,4,3,81,Positive,441,Not Viral,Evening,Wednesday
post_2667,Instagram,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,1,3,78,Neutral,615,Viral,Morning,Friday
post_2668,TikTok,Can’t believe how amazing the new product is! #gamechanger #innovation,1,4,70,Positive,733,Viral,Morning,Tuesday
post_2669,Facebook,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,3,0,81,Neutral,615,Viral,Evening,Tuesday
post_2670,Instagram,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,2,4,83,Negative,291,Not Viral,Morning,Friday
post_2671,Facebook,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,2,4,78,Negative,485,Viral,Morning,Saturday
post_2672,Instagram,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,1,2,78,Negative,487,Not Viral,Evening,Saturday
post_2673,Facebook,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,2,1,78,Neutral,731,Viral,Evening,Tuesday
post_2674,Instagram,Loving the new update! The UI is so much smoother. #update #newfeatures,3,3,71,Neutral,930,Not Viral,Afternoon,Tuesday
post_2675,Twitter,Can’t believe how amazing the new product is! #gamechanger #innovation,3,2,70,Neutral,519,Not Viral,Morning,Wednesday
post_2676,Twitter,Loving the new update! The UI is so much smoother. #update #newfeatures,3,4,71,Negative,339,Not Viral,Morning,Tuesday
post_2677,Facebook,That feeling when you finish a big project. So proud of the results. 💪 #success,4,3,79,Positive,411,Viral,Evening,Wednesday
post_2678,Facebook,Can’t believe how amazing the new product is! #gamechanger #innovation,2,1,70,Positive,787,Not Viral,Afternoon,Saturday
post_2679,Facebook,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,1,1,68,Neutral,607,Viral,Morning,Wednesday
post_2680,Facebook,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,3,3,68,Positive,980,Not Viral,Afternoon,Friday
post_2681,Instagram,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",0,0,82,Negative,86,Viral,Morning,Friday
post_2682,Twitter,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,3,1,68,Negative,974,Not Viral,Evening,Monday
post_2683,Instagram,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,0,3,78,Positive,421,Viral,Afternoon,Saturday
post_2684,Facebook,Loving the new update! The UI is so much smoother. #update #newfeatures,4,0,71,Neutral,613,Not Viral,Morning,Thursday
post_2685,TikTok,Loving the new update! The UI is so much smoother. #update #newfeatures,5,2,71,Positive,521,Not Viral,Morning,Sunday
post_2686,Twitter,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,1,2,78,Negative,114,Not Viral,Morning,Friday
post_2687,TikTok,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,3,1,81,Neutral,825,Viral,Evening,Sunday
post_2688,TikTok,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,5,4,76,Negative,989,Not Viral,Afternoon,Saturday
post_2689,Twitter,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,5,0,71,Negative,593,Viral,Evening,Monday
post_2690,Twitter,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",5,2,82,Positive,576,Not Viral,Afternoon,Saturday
post_2691,TikTok,That feeling when you finish a big project. So proud of the results. 💪 #success,3,1,79,Negative,882,Not Viral,Morning,Thursday
post_2692,TikTok,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",1,2,82,Negative,307,Not Viral,Afternoon,Wednesday
post_2693,TikTok,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,0,3,68,Neutral,924,Not Viral,Evening,Saturday
post_2694,Twitter,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",4,3,82,Negative,255,Not Viral,Afternoon,Monday
post_2695,Instagram,That feeling when you finish a big project. So proud of the results. 💪 #success,1,1,79,Neutral,603,Not Viral,Afternoon,Tuesday
post_2696,Facebook,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,5,0,78,Neutral,261,Viral,Evening,Tuesday
post_2697,Facebook,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,2,0,83,Neutral,292,Not Viral,Evening,Wednesday
post_2698,Twitter,Loving the new update! The UI is so much smoother. #update #newfeatures,5,2,71,Positive,388,Not Viral,Morning,Saturday
post_2699,TikTok,That feeling when you finish a big project. So proud of the results. 💪 #success,3,1,79,Negative,629,Not Viral,Morning,Wednesday
post_2700,Twitter,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,5,0,71,Negative,456,Viral,Morning,Sunday
post_2701,TikTok,That feeling when you finish a big project. So proud of the results. 💪 #success,1,0,79,Negative,620,Not Viral,Morning,Monday
post_2702,TikTok,Can’t believe how amazing the new product is! #gamechanger #innovation,0,4,70,Positive,633,Viral,Evening,Wednesday
post_2703,Facebook,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,1,4,83,Neutral,313,Not Viral,Afternoon,Thursday
post_2704,TikTok,That feeling when you finish a big project. So proud of the results. 💪 #success,5,2,79,Neutral,77,Not Viral,Morning,Thursday
post_2705,Instagram,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,3,3,83,Neutral,802,Viral,Evening,Sunday
post_2706,Instagram,That feeling when you finish a big project. So proud of the results. 💪 #success,1,2,79,Positive,263,Not Viral,Morning,Friday
post_2707,Facebook,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,5,0,76,Neutral,368,Not Viral,Afternoon,Saturday
post_2708,TikTok,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,1,0,78,Positive,120,Not Viral,Morning,Tuesday
post_2709,TikTok,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,3,3,71,Positive,627,Viral,Evening,Friday
post_2710,Instagram,Loving the new update! The UI is so much smoother. #update #newfeatures,3,0,71,Neutral,377,Not Viral,Morning,Friday
post_2711,Instagram,Loving the new update! The UI is so much smoother. #update #newfeatures,2,1,71,Negative,825,Not Viral,Morning,Thursday
post_2712,TikTok,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,4,3,76,Neutral,977,Viral,Morning,Saturday
post_2713,Twitter,That feeling when you finish a big project. So proud of the results. 💪 #success,1,3,79,Neutral,585,Not Viral,Morning,Friday
post_2714,Twitter,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,1,1,68,Positive,312,Not Viral,Afternoon,Sunday
post_2715,Instagram,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,5,4,81,Neutral,473,Not Viral,Afternoon,Monday
post_2716,Instagram,Can’t believe how amazing the new product is! #gamechanger #innovation,2,3,70,Negative,520,Not Viral,Morning,Thursday
post_2717,Facebook,That feeling when you finish a big project. So proud of the results. 💪 #success,4,3,79,Neutral,151,Not Viral,Afternoon,Thursday
post_2718,Facebook,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",5,0,82,Positive,546,Not Viral,Evening,Saturday
post_2719,Facebook,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,3,2,76,Negative,752,Not Viral,Evening,Monday
post_2720,Instagram,That feeling when you finish a big project. So proud of the results. 💪 #success,4,0,79,Neutral,862,Not Viral,Morning,Friday
post_2721,Instagram,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",3,4,82,Positive,314,Not Viral,Morning,Wednesday
post_2722,Facebook,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,3,1,68,Positive,267,Viral,Morning,Monday
post_2723,TikTok,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,1,1,71,Positive,988,Not Viral,Evening,Thursday
post_2724,TikTok,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,3,0,78,Neutral,448,Not Viral,Evening,Friday
post_2725,Facebook,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,4,0,83,Positive,546,Not Viral,Evening,Monday
post_2726,Twitter,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",4,2,82,Negative,153,Not Viral,Morning,Monday
post_2727,Twitter,Can’t believe how amazing the new product is! #gamechanger #innovation,0,4,70,Positive,764,Not Viral,Afternoon,Tuesday
post_2728,Twitter,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,4,0,83,Positive,636,Not Viral,Morning,Saturday
post_2729,Instagram,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,4,2,83,Positive,348,Not Viral,Evening,Monday
post_2730,Twitter,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,3,2,71,Positive,468,Not Viral,Evening,Monday
post_2731,TikTok,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,5,4,76,Neutral,826,Viral,Morning,Wednesday
post_2732,Instagram,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,4,0,83,Neutral,188,Viral,Afternoon,Thursday
post_2733,TikTok,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,4,0,81,Negative,928,Not Viral,Morning,Tuesday
post_2734,Twitter,Can’t believe how amazing the new product is! #gamechanger #innovation,3,1,70,Neutral,331,Not Viral,Afternoon,Friday
post_2735,Twitter,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,5,2,81,Neutral,923,Not Viral,Morning,Wednesday
post_2736,Twitter,Can’t believe how amazing the new product is! #gamechanger #innovation,0,3,70,Negative,581,Not Viral,Morning,Thursday
post_2737,Twitter,Loving the new update! The UI is so much smoother. #update #newfeatures,2,4,71,Positive,736,Viral,Evening,Thursday
post_2738,Twitter,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,5,4,78,Negative,176,Not Viral,Morning,Tuesday
post_2739,Facebook,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,1,2,76,Positive,51,Not Viral,Afternoon,Sunday
post_2740,Twitter,Loving the new update! The UI is so much smoother. #update #newfeatures,1,2,71,Neutral,192,Viral,Morning,Tuesday
post_2741,Facebook,That feeling when you finish a big project. So proud of the results. 💪 #success,3,2,79,Positive,447,Not Viral,Evening,Thursday
post_2742,Instagram,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,1,0,83,Positive,697,Not Viral,Afternoon,Monday
post_2743,Twitter,Loving the new update! The UI is so much smoother. #update #newfeatures,4,3,71,Neutral,530,Not Viral,Evening,Wednesday
post_2744,Twitter,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,5,1,71,Neutral,421,Viral,Morning,Monday
post_2745,Twitter,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,2,1,71,Negative,275,Not Viral,Morning,Monday
post_2746,TikTok,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,0,0,76,Neutral,201,Viral,Afternoon,Saturday
post_2747,Facebook,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",2,1,82,Positive,559,Not Viral,Morning,Monday
post_2748,Facebook,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,4,3,71,Positive,289,Not Viral,Evening,Saturday
post_2749,TikTok,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,5,4,76,Positive,544,Not Viral,Evening,Tuesday
post_2750,TikTok,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,3,3,78,Neutral,323,Not Viral,Afternoon,Wednesday
post_2751,Twitter,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,0,1,68,Positive,964,Not Viral,Afternoon,Saturday
post_2752,Twitter,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,3,0,81,Neutral,64,Viral,Evening,Friday
post_2753,Twitter,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,5,2,76,Positive,185,Not Viral,Evening,Thursday
post_2754,Twitter,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,0,2,81,Neutral,910,Not Viral,Evening,Thursday
post_2755,TikTok,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,2,4,81,Negative,699,Not Viral,Afternoon,Tuesday
post_2756,Instagram,Loving the new update! The UI is so much smoother. #update #newfeatures,4,2,71,Negative,323,Not Viral,Morning,Wednesday
post_2757,Facebook,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,5,4,76,Neutral,640,Not Viral,Afternoon,Monday
post_2758,Instagram,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,2,0,76,Positive,938,Not Viral,Evening,Tuesday
post_2759,Instagram,That feeling when you finish a big project. So proud of the results. 💪 #success,1,3,79,Neutral,233,Viral,Afternoon,Saturday
post_2760,TikTok,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,0,0,71,Negative,943,Not Viral,Morning,Friday
post_2761,Twitter,Can’t believe how amazing the new product is! #gamechanger #innovation,0,0,70,Positive,478,Not Viral,Afternoon,Friday
post_2762,TikTok,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",5,3,82,Neutral,436,Viral,Morning,Friday
post_2763,Facebook,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,2,1,78,Negative,52,Viral,Afternoon,Friday
post_2764,TikTok,Loving the new update! The UI is so much smoother. #update #newfeatures,4,3,71,Negative,758,Not Viral,Afternoon,Sunday
post_2765,Twitter,That feeling when you finish a big project. So proud of the results. 💪 #success,3,2,79,Negative,143,Not Viral,Morning,Saturday
post_2766,Instagram,Loving the new update! The UI is so much smoother. #update #newfeatures,1,2,71,Positive,621,Viral,Afternoon,Sunday
post_2767,Facebook,That feeling when you finish a big project. So proud of the results. 💪 #success,1,2,79,Neutral,525,Not Viral,Afternoon,Thursday
post_2768,Instagram,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,2,3,76,Negative,432,Not Viral,Afternoon,Friday
post_2769,Instagram,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,5,1,83,Positive,753,Viral,Morning,Monday
post_2770,TikTok,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",5,2,82,Positive,622,Not Viral,Morning,Tuesday
post_2771,Facebook,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,4,3,68,Neutral,168,Not Viral,Morning,Friday
post_2772,TikTok,Loving the new update! The UI is so much smoother. #update #newfeatures,3,1,71,Positive,211,Not Viral,Morning,Tuesday
post_2773,Instagram,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,2,4,78,Positive,884,Not Viral,Afternoon,Friday
post_2774,Twitter,Can’t believe how amazing the new product is! #gamechanger #innovation,5,2,70,Positive,526,Not Viral,Morning,Monday
post_2775,Twitter,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,4,2,76,Negative,817,Viral,Afternoon,Sunday
post_2776,Instagram,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",1,4,82,Neutral,561,Viral,Evening,Sunday
post_2777,Instagram,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,5,3,71,Neutral,155,Viral,Morning,Saturday
post_2778,Twitter,Can’t believe how amazing the new product is! #gamechanger #innovation,4,0,70,Neutral,943,Not Viral,Evening,Tuesday
post_2779,Twitter,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,3,3,71,Negative,425,Viral,Afternoon,Sunday
post_2780,Twitter,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,2,1,71,Neutral,640,Not Viral,Morning,Thursday
post_2781,Twitter,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,2,2,83,Negative,612,Not Viral,Afternoon,Sunday
post_2782,Facebook,That feeling when you finish a big project. So proud of the results. 💪 #success,2,0,79,Neutral,196,Viral,Evening,Saturday
post_2783,Instagram,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,2,1,83,Neutral,673,Not Viral,Afternoon,Friday
post_2784,Facebook,Loving the new update! The UI is so much smoother. #update #newfeatures,5,3,71,Positive,876,Not Viral,Morning,Saturday
post_2785,Facebook,Can’t believe how amazing the new product is! #gamechanger #innovation,0,1,70,Positive,540,Not Viral,Morning,Wednesday
post_2786,Facebook,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,1,4,71,Positive,946,Not Viral,Evening,Thursday
post_2787,Facebook,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,1,3,81,Neutral,868,Not Viral,Morning,Thursday
post_2788,Facebook,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",3,3,82,Negative,997,Not Viral,Afternoon,Monday
post_2789,Twitter,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,5,2,83,Neutral,268,Viral,Evening,Sunday
post_2790,TikTok,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,2,4,83,Negative,69,Viral,Morning,Saturday
post_2791,Twitter,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",5,2,82,Neutral,848,Viral,Morning,Thursday
post_2792,TikTok,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,3,1,68,Negative,375,Not Viral,Afternoon,Tuesday
post_2793,TikTok,"A little tired, but I’m pushing through the day. Let’s get it! #hustle #motivation",0,2,82,Negative,592,Viral,Afternoon,Saturday
post_2794,Twitter,I’ve been waiting for this release forever! Finally here! 🔥 #newmusic #nowplaying,4,0,81,Neutral,79,Not Viral,Afternoon,Thursday
post_2795,Instagram,Feeling super excited for the weekend getaway. Can’t wait to disconnect! ✈️🌴,1,4,76,Positive,742,Not Viral,Afternoon,Thursday
post_2796,Twitter,Another beautiful morning to get things done! Let’s go! ☀️💼 #motivation,2,2,71,Positive,206,Not Viral,Afternoon,Saturday
post_2797,Instagram,Can’t believe how amazing the new product is! #gamechanger #innovation,4,4,70,Negative,52,Not Viral,Evening,Sunday
post_2798,TikTok,Loving the new update! The UI is so much smoother. #update #newfeatures,2,0,71,Positive,88,Not Viral,Morning,Monday
post_2799,Twitter,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,4,4,78,Positive,316,Not Viral,Morning,Sunday
post_2800,TikTok,That feeling when you finish a big project. So proud of the results. 💪 #success,5,2,79,Negative,143,Viral,Morning,Sunday
post_2801,Twitter,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,4,3,68,Positive,132,Not Viral,Evening,Friday
post_2802,Instagram,This is the best movie I’ve watched in years! Highly recommend it. 🍿🎬 #mustsee,4,1,78,Negative,836,Not Viral,Afternoon,Saturday
post_2803,Twitter,Can’t believe how amazing the new product is! #gamechanger #innovation,1,4,70,Neutral,296,Not Viral,Morning,Sunday
post_2804,Twitter,Loving the new update! The UI is so much smoother. #update #newfeatures,0,2,71,Positive,441,Viral,Afternoon,Saturday
post_2805,Twitter,Loving the new update! The UI is so much smoother. #update #newfeatures,0,1,71,Positive,121,Viral,Evening,Saturday
post_2806,Twitter,Can’t wait for the concert tonight! The energy is going to be unreal! 🎶 #musiclover,2,3,83,Negative,965,Not Viral,Afternoon,Saturday
post_2807,TikTok,Loving the new update! The UI is so much smoother. #update #newfeatures,4,4,71,Positive,852,Viral,Morning,Sunday
post_2808,Twitter,That feeling when you finish a big project. So proud of the results. 💪 #success,0,1,79,Negative,135,Not Viral,Afternoon,Monday
post_2809,Instagram,Big sale on our site today! Don’t miss out! 💥🛍️ #shopping #discounts,2,1,68,Positive,674,Not Viral,Morning,Wednesday
